BLEU-1,BLEU-2,BLEU-3,BLEU-4,LLM Score,mAP@50:95,mAP@50,mAP@75
0.10809019879185242,0.019601745326869677,0.0009116791249342194,2.2065079747474144e-80,0.09239130434782608,0.008,0.039999999999999994,0.0
